,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,1,-2.8873511788405524,2.368955439175879,-0.6259253764409706,-3.978333689042557,-0.32695501781179126,4.055608497904753,-0.2352642265794295,0.27382715033699145,-0.5174840385243086,1.6457879952652528,1.5108908888198866,-0.11137402875093164,0.9408968423174693,-3.955809856615858,-0.3635001922165353,0.19934618459977296,0.46190386286375495,-0.12697235855104194,1.6262614134223123,-0.18226309837949936
1,3,1.3348654739862644,-1.751756537018551,-0.57824402474119,-2.852913810640819,-0.04624306223266669,-0.40461169643665407,4.838986334073013,2.054794228564542,0.6414348781611072,0.6186915848466285,-1.1725096588264827,-0.015094644137326196,0.17545336783386617,-2.446950134280194,-0.7180504608101416,0.5968974363224074,0.17045381625210954,-1.00490352299723,2.9824656317033456,-3.5228661563113928
2,0,-1.073809672579667,3.3984832569412333,-1.09921643845374,1.529713705024685,1.3192045488930206,4.183232799225964,-4.627821676863902,0.452511246862492,3.5572155768237605,1.0453256683942147,0.8210123918613415,6.678114116372588,-0.5400006283642818,1.582699983458744,0.4660745602607149,-2.284208863184925,0.13303400834390264,0.21664039804398713,2.4483281241655765,2.2771770004724687
3,3,-1.4591049758413517,0.6043423364946153,-0.05201129946033625,0.1960759620611318,2.1748509666248808,-0.7322166568959744,-1.9970954411604729,2.443736456507136,3.65513002227774,0.15039449521263565,0.49145916797839273,-0.1121230216101286,1.388337611861939,-2.6907526774099697,0.997440842018257,-0.957406161224959,-1.4235670054670622,-0.2769914394991754,0.8588941835436326,-0.21274499282846324
4,2,0.5082656355559948,3.532480204655256,-0.1969147944272522,-3.3700295082534737,0.177464843520052,0.02539024835072215,2.8404820561129553,1.2512804407365052,-3.5366795744703485,-0.7379082435430044,0.7589481349108311,-5.192279246327636,-0.34188390582502715,-2.078779633875601,1.9785260747990256,1.5324836579423486,2.001018742231419,-1.0134211811801295,-1.2954670584622496,-1.0020121181111077
5,4,-0.3166556222788929,-0.9228545338754287,1.4476347667567424,1.6994827009696123,0.022101459865300127,0.47346270701982285,-0.12630008934558778,0.9669899092529173,1.5456997934120544,1.0224170415865943,-0.5744841123749874,2.3097364873273496,-1.2063287353276735,0.5746327184487419,-0.15855160281924177,-1.8743063307192256,0.5764777985230052,-0.9188686773060789,-0.9610628331483756,0.8289154685007011
6,3,-0.3503568388970316,-0.28093757903460337,1.5726846054574055,0.9229783634627106,2.159589244825202,-1.8281434400997276,1.9531100266658796,1.7802780657656387,0.7559490256141658,0.3809073051906292,-0.2970844546211846,1.9997190482307663,1.578167253891362,-0.10999079239165924,0.19929116149359682,-2.984111417733679,0.15833609048227792,-1.480244362779696,-0.6042032585602982,-1.3283846003555908
7,2,1.5126644975421577,2.6617314404945995,-1.9974457508492542,-0.11498606426890398,-0.558271808455944,-0.2721940553730643,2.2453151009484644,2.0664038261347915,1.0312664125996165,0.7630863710004228,-1.1910918501262704,-4.413064689479831,1.0494236514232782,-2.668520186569449,-0.566364566824064,0.14009699827920055,1.0480351606865168,-0.16259919972976625,-2.0400332794108604,-0.893739687710171
8,2,-1.331659750472451,0.8940296206434833,0.16761182660042237,-2.5007790379324697,2.216462924170321,5.035681854257193,-5.196241940455548,0.9057595886574271,2.859413622964848,0.9871395298881709,-0.008509755876003292,4.528739157413348,0.21594557743872572,0.49593050824811713,-1.4549809593562473,0.5909470353607805,-0.02744105755548601,0.8393611786377964,2.616550850952921,3.5062103147286066
9,3,0.43781604288826603,-0.6016524559629622,-0.03185938624605633,-1.0103787522732643,-1.4922448630055642,1.22245181991622,3.2992414398589127,0.5040611759165081,-0.43996713696933176,0.02228248737950643,-0.762155828877675,-3.0274098190086747,-1.5258582085143193,-2.8264865741394636,1.8202006611265014,1.583276629660531,-0.4550379520541785,-1.0049941244640592,-0.9637306587372271,-2.7375191697658354
